"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","osd0.j8osds-d.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -cdn --epoch --noheaders --integer --output dstat.8osds.lineitem.10MB.osd0.log",,,,"Date:","08 Sep 2019 20:27:19 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"epoch"
0.250,0.250,99.499,0,0,90177536,12288,119606,94299826,1567995456.289
0.475,0.375,99.150,0,0,152567808,8192,98764,112919130,1567995457.290
0.600,0.475,98.924,0,0,146276352,8192,224794,193649315,1567995458.290
0.050,0.075,99.850,0.025,0,16777216,4538368,44352,23641576,1567995459.289
0.075,0.050,99.875,0,0,58195968,8192,53357,41619,1567995460.289
0.575,0.325,99.099,0,0,143654912,8192,103654,170196151,1567995461.289
0.325,0.125,99.549,0,0,68681728,8192,74806,112711349,1567995462.289
0.100,0.050,99.850,0,0,22544384,8192,42234,23599069,1567995463.289
0.225,0.150,99.600,0.025,0,67633152,3608576,50558,49064749,1567995464.289
0.350,0.250,99.400,0,0,93847552,8192,120230,109436678,1567995465.290
0.400,0.400,99.199,0,0,150994944,8192,136516,148111541,1567995466.289
0.300,0.275,99.424,0,0,111149056,8192,138476,117936187,1567995467.289
0.501,0.325,99.174,0,0,139984896,8192,74010,158470608,1567995468.289
0.300,0.200,99.499,0,0,90177536,5693440,77142,64209393,1567995469.289
0.325,0.150,99.525,0,0,93323264,4096,62665,107715293,1567995470.289
0.200,0.200,99.600,0,0,74448896,4096,58472,87712337,1567995471.289
0.525,0.425,99.050,0,0,159383552,2387968,137944,171696714,1567995472.289
0.225,0.125,99.649,0,0,80216064,8192,49582,70719201,1567995473.289
0.375,0.225,99.375,0.025,0,88604672,2658304,81074,117931744,1567995474.289
0.250,0.175,99.575,0,0,67633152,8192,57768,70723755,1567995475.290
0.150,0.100,99.750,0,0,56098816,8192,33850,47152436,1567995476.289
0.325,0.200,99.475,0,0,89128960,12288,83488,94357214,1567995477.290
0.350,0.250,99.400,0,0,102760448,8192,105668,117905895,1567995478.290
0.125,0.200,99.675,0,0,45088768,3670016,102414,47264675,1567995479.289
0.200,0.125,99.675,0,0,94371840,8192,33949,23585944,1567995480.289
0.626,0.475,98.899,0,0,168296448,8192,165840,196807756,1567995481.289
0.375,0.300,99.324,0,0,115867648,8192,165468,156971499,1567995482.289
0.450,0.325,99.224,0,0,137887744,8192,112782,141504604,1567995483.289
0.200,0.125,99.650,0.025,0,47185920,5414912,28394,49453896,1567995484.289
0.225,0.225,99.550,0,0,76546048,8192,113018,92127203,1567995485.290
0.325,0.175,99.500,0,0,81264640,8192,113442,86336243,1567995486.290
0.100,0.150,99.750,0,0,45088768,57344,37160,31589910,1567995487.289
0.325,0.150,99.525,0,0,67633152,8192,64176,94295074,1567995488.289
0.425,0.175,99.374,0.025,0,112721920,3891200,111618,102272764,1567995489.289
0.250,0.125,99.625,0,0,61865984,8192,66031,62937451,1567995490.289
0.125,0.050,99.825,0,0,28311552,8192,65420,47279396,1567995491.289
0.125,0.150,99.725,0,0,45088768,8192,53144,47187126,1567995492.289
0.150,0.125,99.725,0,0,45088768,8192,39050,47147750,1567995493.289
0.125,0.100,99.775,0,0,45088768,2519040,35828,47203953,1567995494.289
0.050,0,99.950,0,0,0,8192,23268,14060,1567995495.289
0.325,0.250,99.425,0,0,95420416,8192,126386,94331704,1567995496.289
0.425,0.250,99.324,0,0,150994944,8192,54308,94299736,1567995497.289
0.425,0.325,99.250,0,0,91750400,8192,56358,165004741,1567995498.289
0.225,0.125,99.625,0.025,0,51380224,3895296,106706,47316687,1567995499.289
0.401,0.250,99.349,0,0,128974848,8192,111381,141512093,1567995500.289
0.175,0.175,99.650,0,0,71831552,8192,74094,40989119,1567995501.289
0.150,0.225,99.625,0,0,56623104,2609152,61920,76937166,1567995502.289
0.125,0.125,99.750,0,0,42467328,8192,47786,47152304,1567995503.289
0.426,0.225,99.349,0,0,158859264,1970176,63976,141485107,1567995504.289
0.275,0.125,99.600,0,0,53477376,8192,78162,94329896,1567995505.289
0.200,0.200,99.600,0,0,85983232,8192,74146,70802507,1567995506.290
0.451,0.325,99.224,0,0,116916224,8192,163752,141657578,1567995507.290
0.050,0.075,99.875,0,0,22544384,12288,21756,23576299,1567995508.289
0.350,0.225,99.399,0.025,0,132644864,4079616,76878,94346921,1567995509.289
0.200,0.125,99.675,0,0,25165824,8192,52069,70719210,1567995510.289
0.475,0.300,99.224,0,0,135266304,8192,109088,141510750,1567995511.290
0.225,0.175,99.600,0,0,67633152,8192,66552,56979756,1567995512.289
0.325,0.225,99.450,0,0,90177536,8192,103158,86128816,1567995513.289
0.075,0.050,99.875,0,0,22544384,3567616,64336,45638439,1567995514.289
0.375,0.250,99.375,0,0,123207680,8192,139984,94363516,1567995515.290
0.175,0.150,99.675,0,0,34603008,8192,80952,70723557,1567995516.289
0.175,0.100,99.725,0,0,45088768,8192,79666,47327916,1567995517.289
0.150,0.100,99.750,0,0,45088768,8192,77306,47156858,1567995518.290
0.075,0.050,99.850,0.025,0,22544384,2846720,32080,23641646,1567995519.289
0.225,0.125,99.650,0,0,67633152,8192,119097,71105520,1567995520.289
0.100,0.050,99.850,0,0,22544384,8192,31624,23585407,1567995521.289
0.225,0.250,99.525,0,0,67633152,8192,109122,70751079,1567995522.289
0.525,0.350,99.126,0,0,148373504,45056,94222,117866723,1567995523.289
0.225,0.175,99.600,0,0,54525952,3661824,147866,94581393,1567995524.289
0.050,0.050,99.900,0,0,22544384,8192,46606,23580853,1567995525.289
0.025,0.025,99.950,0,0,0,8192,29502,18510,1567995526.289
0.225,0.175,99.600,0,0,45088768,8192,62492,47152304,1567995527.289
0.025,0.025,99.950,0,0,20447232,8192,48196,36792,1567995528.289
0.250,0.250,99.475,0.025,0,81264640,2048000,107756,70813718,1567995529.290
0.351,0.300,99.349,0,0,106954752,8192,122707,141485039,1567995530.290
0.501,0.300,99.199,0,0,153092096,8192,103440,148191954,1567995531.290
0.200,0.125,99.675,0,0,63963136,8192,83042,64010697,1567995532.289
0.150,0.125,99.725,0,0,29360128,3125248,28436,31465831,1567995533.289
0.275,0.150,99.575,0,0,67633152,1081344,31152,73786738,1567995534.289
0.325,0.200,99.474,0,0,122683392,8192,73390,107164125,1567995535.289
0.501,0.300,99.199,0,0,125304832,8192,86712,165022957,1567995536.289
0.275,0.125,99.599,0,0,109576192,8192,68768,70755831,1567995537.290
0.200,0.150,99.650,0,0,21495808,8192,65070,70879511,1567995538.289
0.426,0.225,99.349,0,0,144179200,4202496,85340,117922830,1567995539.289
0.500,0.325,99.150,0.025,0,145752064,868352,176255,141498941,1567995540.289
0.326,0.200,99.474,0,0,106954752,8192,112670,117925583,1567995541.289
0.250,0.175,99.575,0,0,54001664,8192,93364,94299496,1567995542.289
0.250,0.200,99.550,0,0,90177536,12288,71998,94308868,1567995543.289
0.275,0.175,99.550,0,0,74448896,4202496,71902,65255631,1567995544.289
0.375,0.250,99.375,0,0,105906176,577536,83368,117875591,1567995545.289
0.125,0.125,99.750,0,0,45088768,8192,58944,48511930,1567995546.289
0.225,0.150,99.625,0,0,84410368,8192,75756,75146056,1567995547.289
0.275,0.175,99.550,0,0,73400320,8192,110964,94331560,1567995548.289
0.350,0.250,99.375,0.025,0,108527616,4091904,93698,94383385,1567995549.289
0.500,0.325,99.174,0,0,139460608,8192,139543,148740295,1567995550.289
0.025,0.050,99.925,0,0,0,8192,42864,16572493,1567995551.289
0.200,0.075,99.725,0,0,45088768,8192,59394,47170520,1567995552.289
0.250,0.125,99.625,0,0,68157440,8192,101936,47337306,1567995553.289
0.451,0.301,99.224,0.025,0,143654912,4075520,144944,165104948,1567995554.289
0.125,0.075,99.800,0,0,36175872,8192,32746,47152238,1567995555.289
0.425,0.300,99.275,0,0,131072000,8192,92340,117857615,1567995556.289
0.200,0.175,99.625,0,0,49283072,8192,112388,70753993,1567995557.289
0.200,0.125,99.675,0,0,68681728,8192,86830,47188736,1567995558.289
0.200,0.100,99.700,0,0,44040192,3186688,42262,70775300,1567995559.289
0.175,0.125,99.700,0,0,45088768,163840,46109,47161553,1567995560.289
0.150,0.125,99.725,0,0,45088768,8192,38726,47156858,1567995561.289
0.325,0.125,99.550,0,0,71827456,8192,39248,39674805,1567995562.289
0.275,0.125,99.600,0,0,80216064,8192,109428,101914029,1567995563.289
0.425,0.350,99.224,0,0,130023424,3784704,100396,111650283,1567995564.289
0.426,0.250,99.324,0,0,133693440,8192,117262,130411436,1567995565.289
0.476,0.225,99.299,0,0,126877696,8192,132708,158954965,1567995566.289
0.250,0.275,99.475,0,0,83886080,8192,72244,94327084,1567995567.289
0.475,0.250,99.275,0,0,144703488,8192,47212,117866831,1567995568.289
0.350,0.250,99.375,0.025,0,85458944,5623808,52670,141489591,1567995569.289
0.200,0.125,99.675,0,0,45088768,8192,46931,47161553,1567995570.289
0.125,0.100,99.775,0,0,45088768,8192,20042,47143196,1567995571.289
0.025,0.025,99.950,0,0,0,8192,28482,18510,1567995572.289
0.250,0.150,99.600,0,0,77070336,8192,70396,70760253,1567995573.289
0.175,0.100,99.725,0,0,35651584,2215936,36484,47217549,1567995574.289
0.175,0.050,99.775,0,0,45088768,8192,37862,47227980,1567995575.289
0,0,100,0,0,0,8192,24048,13956,1567995576.289
0.200,0.125,99.675,0,0,45088768,8192,40562,47156858,1567995577.289
0.200,0.150,99.650,0,0,63438848,8192,79934,47179694,1567995578.289
0.400,0.275,99.324,0,0,117964800,1581056,135880,123769892,1567995579.289
0.400,0.350,99.250,0,0,147853312,1372160,144739,112941942,1567995580.289
0.500,0.375,99.124,0,0,138412032,8192,159412,187863170,1567995581.289
0.250,0.125,99.624,0,0,73400320,8192,46874,94295074,1567995582.289
0.275,0.225,99.500,0,0,90177536,8192,50218,94348130,1567995583.289
0.100,0.075,99.825,0,0,28311552,1179648,27716,23637162,1567995584.289
0.150,0.150,99.675,0.025,0,54525952,3571712,63848,47184284,1567995585.289
0.375,0.250,99.375,0,0,97517568,8192,68858,118033119,1567995586.289
0.175,0.150,99.675,0,0,50855936,8192,58704,37556743,1567995587.289
0.175,0.150,99.675,0,0,61865984,8192,104434,67869871,1567995588.289
0.275,0.150,99.575,0,0,76021760,1581056,97396,83464279,1567995589.289
0.225,0.150,99.625,0,0,59244544,1912832,78039,70855686,1567995590.289
0.175,0.200,99.625,0,0,67633152,8192,70314,70746525,1567995591.290
0.300,0.250,99.450,0,0,90177536,8192,54238,94295206,1567995592.289
0.050,0.050,99.900,0,0,4718592,8192,22672,9468,1567995593.289
0.150,0.100,99.750,0,0,40370176,1056768,84994,47437259,1567995594.289
0.325,0.150,99.500,0.025,0,90177536,1650688,55202,70728411,1567995595.289
0.300,0.200,99.500,0,0,70254592,8192,111162,94376908,1567995596.289
0.250,0.250,99.500,0,0,118489088,8192,99272,70731337,1567995597.289
0.350,0.200,99.449,0,0,116916224,8192,91142,95533580,1567995598.289
0.400,0.375,99.225,0,0,98041856,532480,112256,163806709,1567995599.289
0.275,0.200,99.500,0.025,0,69730304,4505600,109883,94343020,1567995600.289
0.125,0.100,99.775,0,0,22544384,8192,51490,23589961,1567995601.289
0.275,0.250,99.475,0,0,90968064,1335296,56140,70728375,1567995602.289
0.175,0.175,99.650,0,0,45088768,8192,56872,70747889,1567995603.289
0.075,0.100,99.825,0,0,40894464,0,26564,23613613,1567995604.289
0.525,0.300,99.175,0,0,139460608,1900544,129846,130345826,1567995605.289
0.300,0.250,99.449,0,0,93323264,8192,114388,129306270,1567995606.289
0.350,0.350,99.274,0.025,0,110624768,2535424,59144,117871277,1567995607.289
0.075,0.050,99.875,0,0,21495808,8192,27942,23580787,1567995608.289
0.250,0.225,99.525,0,0,98566144,8192,59124,70775564,1567995609.290
0.325,0.250,99.424,0,0,81788928,8192,137179,117937704,1567995610.289
0.350,0.300,99.350,0,0,112721920,8192,144540,117907553,1567995611.289
0.175,0.125,99.700,0,0,47185920,3985408,59358,47156924,1567995612.289
0.325,0.250,99.425,0,0,124780544,8192,59288,93270363,1567995613.289
0.301,0.150,99.549,0,0,76021760,8192,133142,118975550,1567995614.289
0.275,0.225,99.499,0,0,90177536,12288,84016,94382337,1567995615.289
0.100,0.050,99.850,0,0,31981568,8192,32912,23585473,1567995616.289
0.400,0.200,99.375,0.025,0,80740352,3878912,99788,94460184,1567995617.289
0.150,0.075,99.775,0,0,61865984,8192,22222,23571943,1567995618.289
0.275,0.200,99.525,0,0,50855936,8192,79216,94326886,1567995619.289
0.025,0.050,99.925,0,0,0,8192,55233,97660,1567995620.289
0.125,0.100,99.775,0,0,45088768,8192,87062,47318982,1567995621.289
0.150,0.175,99.675,0,0,49283072,2428928,37392,47147816,1567995622.289
0.150,0.100,99.750,0,0,44040192,8192,40220,47156858,1567995623.289
0.200,0.175,99.625,0,0,64487424,8192,47000,70723689,1567995624.289
0.100,0.150,99.750,0,0,30932992,8192,69950,23829528,1567995625.289
0.275,0.175,99.550,0,0,81788928,8192,99708,94354312,1567995626.289
0.250,0.150,99.575,0.025,0,67633152,2760704,56654,70715073,1567995627.289
0.275,0.200,99.525,0,0,81788928,8192,99936,70761707,1567995628.289
0.050,0.075,99.875,0,0,8388608,8192,52332,23589895,1567995629.289
0.425,0.225,99.350,0,0,112721920,8192,111789,94447028,1567995630.289
0.125,0.100,99.775,0,0,22544384,8192,96454,47179562,1567995631.289
0.100,0.125,99.775,0,0,22544384,2760704,64636,13839906,1567995632.289
0.400,0.250,99.350,0,0,112721920,8192,96698,108434371,1567995633.289
0.075,0.050,99.875,0,0,22544384,8192,90070,42907066,1567995634.289
0.275,0.300,99.425,0,0,105906176,8192,48234,70775470,1567995635.289
0.300,0.200,99.499,0,0,86507520,3010560,82148,117936115,1567995636.289
0.200,0.125,99.650,0.025,0,55574528,1355776,98468,70764675,1567995637.289
0.025,0.050,99.925,0,0,19398656,8192,18958,4914,1567995638.289
0.275,0.125,99.600,0,0,70778880,8192,95978,64154542,1567995639.289
0.075,0.150,99.775,0,0,22544384,8192,44329,53877659,1567995640.289
0,0.025,99.975,0,0,0,8192,13326,294,1567995641.289
0.050,0.025,99.925,0,0,0,1380352,58566,45834,1567995642.289
0,0,100,0,0,0,8192,27408,13956,1567995643.289
0.025,0.050,99.925,0,0,0,8192,22374,9402,1567995644.289
0,0.025,99.975,0,0,0,8192,54774,97483,1567995645.289
0.025,0.050,99.925,0,0,0,8192,22494,9402,1567995646.289
0.025,0.025,99.950,0,0,0,356352,58626,45834,1567995647.289
0,0.050,99.950,0,0,0,8192,17340,4848,1567995648.289
0,0,100,0,0,0,8192,16440,4848,1567995649.289
0.025,0.050,99.925,0,0,0,8192,26529,70300,1567995650.289
0.025,0.025,99.950,0,0,0,8192,21534,9402,1567995651.289
0,0.025,99.975,0,0,0,327680,12486,294,1567995652.289
0.050,0.025,99.925,0,0,0,8192,84750,73158,1567995653.289
0,0.025,99.975,0,0,0,8192,34536,23064,1567995654.289
0.025,0.025,99.950,0,0,0,8192,12648,56497,1567995655.289
0.025,0.025,99.950,0,0,0,8192,52752,41280,1567995656.289
0,0.050,99.950,0,0,0,352256,29562,18510,1567995657.289
0,0.025,99.975,0,0,0,8192,21174,9402,1567995658.289
0,0.025,99.975,0,0,0,8192,21534,9468,1567995659.289
0,0.025,99.975,0,0,0,8192,26463,70300,1567995660.289
0.025,0.025,99.950,0,0,0,8192,26568,13956,1567995661.289
0,0,100,0,0,0,331776,54312,41280,1567995662.289
0.025,0.025,99.950,0,0,0,8192,85290,73158,1567995663.289
0,0.025,99.975,0,0,0,8192,21114,9444,1567995664.289
0,0.025,99.975,0,0,0,8192,17802,61051,1567995665.289
0.025,0.025,99.950,0,0,0,253952,16860,4848,1567995666.289
0,0.025,99.975,0,0,0,98304,22974,9456,1567995667.289
0.025,0.025,99.950,0,0,0,8192,22254,9402,1567995668.289
0,0.050,99.950,0,0,0,8192,63120,50388,1567995669.289
0.050,0.025,99.925,0,0,0,8192,17097,61192,1567995670.289
0,0.025,99.975,0,0,0,36864,17340,4848,1567995671.289
0,0,100,0,0,0,327680,17040,4848,1567995672.289
1.101,0.425,98.474,0,0,0,507904,76018,62806,1567995673.289
0.676,0.475,98.674,0.175,0,7532544,966656,31886,19835,1567995674.289
0.025,0.050,99.925,0,0,0,8192,54480,97483,1567995675.289
0.025,0.025,99.950,0,0,0,8192,22554,9402,1567995676.289
0.025,0.050,99.925,0,0,0,8192,58026,45834,1567995677.289
0.025,0.025,99.950,0,0,0,8192,26448,13956,1567995678.289
0.025,0.025,99.950,0,0,0,368640,18120,4848,1567995679.289
0.025,0.025,99.950,0,0,0,8192,32805,74854,1567995680.289
0.025,0.025,99.950,0,0,0,8192,55092,41280,1567995681.289
0,0.025,99.975,0,0,0,8192,54972,41280,1567995682.289
0,0.025,99.975,0,0,0,8192,27228,13956,1567995683.289
0.025,0.025,99.950,0,0,0,344064,13746,294,1567995684.289
0.025,0.050,99.925,0,0,0,8192,18108,61051,1567995685.289
0.425,0.275,99.299,0,0,160432128,8192,77002,39621398,1567995686.289
0.575,0.475,98.950,0,0,166723584,8192,323077,168967284,1567995687.289
0.601,0.326,99.073,0,0,170917888,8192,387219,193454780,1567995688.289
0.476,0.276,99.223,0.025,0,159383552,6103040,326770,174967242,1567995689.289
0.551,0.301,99.149,0,0,153092096,8192,352041,202039586,1567995690.289
0.501,0.401,99.099,0,0,159928320,8192,262218,141905127,1567995691.289
0.500,0.275,99.224,0,0,157810688,8192,151551,74297914,1567995692.289
0.275,0.150,99.574,0,0,54525952,8192,244178,162622766,1567995693.289
0.350,0.325,99.299,0.025,0,103284736,6279168,322695,146319502,1567995694.289
0.050,0.150,99.800,0,0,0,8192,196492,88157269,1567995695.289
0.300,0.225,99.474,0,0,91226112,8192,115340,73262792,1567995696.289
0.325,0.376,99.299,0,0,90177536,8192,242821,186135266,1567995697.289
0.200,0.225,99.575,0,0,45088768,8192,155864,94346576,1567995698.289
0.325,0.225,99.425,0.025,0,90177536,4018176,66207,73117428,1567995699.289
0.426,0.301,99.273,0,0,132644864,8192,221549,178870586,1567995700.289
0.425,0.300,99.275,0,0,92798976,8192,191940,118461058,1567995701.289
0.275,0.300,99.424,0,0,90177536,8192,207230,148361517,1567995702.289
0.350,0.150,99.500,0,0,94371840,8192,87552,71600415,1567995703.289
0.425,0.375,99.174,0.025,0,123207680,5652480,203398,164238657,1567995704.289
0.351,0.175,99.474,0,0,98041856,1249280,170224,95202404,1567995705.289
0.250,0.300,99.449,0,0,80740352,8192,227408,140668621,1567995706.289
0.500,0.475,99.025,0,0,99614720,8192,179514,165040933,1567995707.289
0.250,0.225,99.525,0,0,67633152,8192,172396,117898403,1567995708.289
0.175,0.200,99.625,0,0,63438848,4317184,90422,70758631,1567995709.289
0.300,0.225,99.474,0,0,80216064,8192,152847,99904802,1567995710.289
0.275,0.350,99.375,0,0,63438848,8192,225222,135981340,1567995711.289
0.451,0.250,99.299,0,0,140509184,8192,172878,106526644,1567995712.289
0.425,0.300,99.274,0,0,128974848,8192,173436,136534013,1567995713.289
0.526,0.450,98.999,0.025,0,148373504,5914624,193854,186194337,1567995714.289
0.575,0.325,99.099,0,0,129499136,8192,150766,161056454,1567995715.289
0.426,0.351,99.223,0,0,163053568,8192,209500,187996294,1567995716.289
0.275,0.225,99.499,0,0,90177536,8192,83894,94318180,1567995717.290
0.300,0.325,99.374,0,0,97517568,8192,123234,141442266,1567995718.290
0.200,0.150,99.625,0.025,0,81788928,5632000,82820,47247752,1567995719.290
0.275,0.150,99.574,0,0,76021760,8192,121921,94388018,1567995720.289
0.250,0.250,99.500,0,0,45088768,8192,79772,94294942,1567995721.289
0.075,0.050,99.875,0,0,28835840,8192,54476,23590027,1567995722.289
0.175,0.225,99.600,0,0,46137344,8192,81384,70719201,1567995723.289
0.300,0.275,99.400,0.025,0,87031808,3395584,104756,74598297,1567995724.289
0.475,0.325,99.199,0,0,164626432,8192,152768,162031598,1567995725.289
0.401,0.225,99.374,0,0,89128960,8192,170214,141080528,1567995726.289
0.275,0.200,99.525,0,0,80216064,8192,88614,94290586,1567995727.289
0.325,0.275,99.400,0,0,90177536,8192,143464,94331638,1567995728.289
0.200,0.125,99.675,0,0,62390272,4911104,79040,47267458,1567995729.289
0.325,0.125,99.549,0,0,95420416,8192,98643,94421238,1567995730.289
0.200,0.175,99.625,0,0,45088768,8192,66470,70728243,1567995731.289
0.175,0.100,99.725,0,0,45088768,8192,72592,47206808,1567995732.289
0.075,0.050,99.875,0,0,35651584,8192,28700,23580919,1567995733.289
0.175,0.175,99.650,0,0,54525952,3039232,111784,70852463,1567995734.289
0.125,0.075,99.800,0,0,44564480,487424,48704,23637122,1567995735.289
0.300,0.250,99.449,0,0,68157440,8192,117520,117871013,1567995736.289
0.050,0.075,99.875,0,0,19398656,8192,22550,9534,1567995737.289
0.425,0.325,99.249,0,0,115867648,8192,81668,141973842,1567995738.289
0.075,0.100,99.800,0.025,0,40894464,2637824,60716,46611818,1567995739.289
0.400,0.225,99.375,0,0,94371840,8192,117479,117980535,1567995740.289
0.100,0.125,99.775,0,0,22544384,61440,69356,47179616,1567995741.289
0.100,0.050,99.850,0,0,22544384,8192,29356,23580853,1567995742.289
0.401,0.251,99.349,0,0,122683392,8192,105930,142593335,1567995743.289
0.450,0.350,99.174,0.025,0,137363456,4321280,131240,143649654,1567995744.289
0.325,0.225,99.450,0,0,77230080,8192,114450,114755574,1567995745.290
0.250,0.150,99.600,0,0,70778880,8192,71098,70728417,1567995746.289
0.425,0.250,99.324,0,0,130023424,8192,82368,94525742,1567995747.290
0.476,0.325,99.199,0,0,159383552,8192,73150,165088077,1567995748.289
0.526,0.326,99.149,0,0,139984896,5701632,110672,165863350,1567995749.290
0.275,0.225,99.499,0,0,90177536,8192,144577,99367353,1567995750.289
0.351,0.175,99.474,0,0,108527616,8192,122524,135708880,1567995751.289
0.100,0.075,99.825,0,0,39325696,8192,50424,23594647,1567995752.289
0.325,0.300,99.375,0,0,95944704,8192,94236,117904333,1567995753.289
0.075,0.050,99.850,0.025,0,22544384,3809280,33106,23580853,1567995754.289
0.100,0.050,99.850,0,0,44040192,8192,54832,23664904,1567995755.289
0.250,0.100,99.650,0,0,46137344,8192,55940,70728243,1567995756.289
0.050,0.125,99.825,0,0,37748736,8192,22830,23576497,1567995757.289
0.325,0.175,99.500,0,0,74973184,8192,75470,94326952,1567995758.289
0.250,0.200,99.525,0.025,0,73400320,2830336,67624,70972141,1567995759.289
0.250,0.200,99.550,0,0,85983232,8192,115145,70924067,1567995760.289
0.475,0.375,99.150,0,0,131117056,8192,135638,141669714,1567995761.289
0.200,0.150,99.649,0,0,70254592,8192,65936,82572307,1567995762.289
0.275,0.150,99.574,0,0,71827456,8192,100274,82473966,1567995763.289
0.325,0.150,99.525,0,0,85983232,4505600,71606,94295074,1567995764.289
0.125,0.125,99.750,0,0,45088768,8192,48788,24385050,1567995765.289
0.325,0.225,99.450,0,0,90177536,1236992,79456,117132259,1567995766.289
0,0.050,99.950,0,0,0,8192,26748,13956,1567995767.289
0.250,0.175,99.575,0,0,67633152,8192,61336,70719201,1567995768.289
0.275,0.175,99.524,0.025,0,90177536,1744896,78330,94327084,1567995769.289
0,0.025,99.975,0,0,0,8192,22071,65774,1567995770.289
0.175,0.150,99.675,0,0,45088768,8192,68012,43488589,1567995771.289
0.275,0.250,99.475,0,0,85983232,8192,40750,74505688,1567995772.289
0.150,0.100,99.750,0,0,26738688,8192,114872,47424932,1567995773.289
0.075,0.100,99.825,0,0,22544384,2093056,45988,23635279,1567995774.289
0.250,0.150,99.600,0,0,77594624,8192,71206,58150371,1567995775.289
0.200,0.250,99.550,0,0,78118912,57344,99100,83353528,1567995776.289
0.275,0.200,99.524,0,0,102236160,0,84264,94299892,1567995777.289
0.375,0.300,99.324,0,0,102760448,8192,145714,141495394,1567995778.289
0.125,0.150,99.700,0.025,0,59768832,4087808,99270,47216060,1567995779.289
0.200,0.125,99.675,0,0,52953088,8192,44159,70780103,1567995780.289
0.250,0.125,99.625,0,0,93323264,8192,96552,70820729,1567995781.290
0.450,0.350,99.200,0,0,119537664,8192,96800,110460262,1567995782.289
0.451,0.351,99.199,0,0,156237824,8192,267932,172500522,1567995783.289
0.250,0.200,99.525,0.025,0,59244544,4939776,144732,94420688,1567995784.289
0.075,0.050,99.875,0,0,33554432,8192,18968,61249,1567995785.289
0.451,0.300,99.249,0,0,142606336,8192,126270,141565008,1567995786.289
0.401,0.250,99.349,0,0,94371840,8192,87840,141442398,1567995787.290
0.075,0.050,99.875,0,0,22544384,8192,65006,23633855,1567995788.289
0.200,0.125,99.675,0,0,65011712,3579904,45396,47152370,1567995789.289
0.275,0.275,99.450,0,0,91226112,8192,115453,94374374,1567995790.289
0.551,0.325,99.124,0,0,146800640,8192,189058,156027081,1567995791.289
0.400,0.325,99.275,0,0,111149056,8192,119284,126941302,1567995792.289
0.451,0.250,99.299,0,0,130146304,8192,135508,117912829,1567995793.289
0.325,0.225,99.424,0.025,0,88604672,5521408,98004,94309246,1567995794.289
0.375,0.200,99.424,0,0,98041856,8192,144242,118010492,1567995795.289
0.250,0.150,99.600,0,0,66584576,8192,85390,70826629,1567995796.289
0.401,0.275,99.324,0,0,162529280,2732032,76556,117857549,1567995797.289
0.400,0.325,99.275,0,0,96993280,8192,122438,141615072,1567995798.289
0.350,0.175,99.449,0.025,0,92798976,2523136,115382,117892257,1567995799.289
0.225,0.125,99.650,0,0,67633152,8192,96867,70811997,1567995800.289
0.175,0.150,99.675,0,0,46661632,8192,49360,47156924,1567995801.289
0.275,0.200,99.525,0,0,93323264,8192,82046,94296642,1567995802.289
0.276,0.150,99.574,0,0,108003328,8192,110688,117987447,1567995803.289
0.175,0.125,99.700,0,0,45088768,3670016,102850,47247824,1567995804.289
0.175,0.125,99.700,0,0,96993280,8192,41478,47208771,1567995805.289
0.525,0.375,99.099,0,0,164102144,8192,166904,165236305,1567995806.289
0.451,0.350,99.199,0,0,114294784,12288,138748,165255957,1567995807.289
0.375,0.325,99.299,0,0,127926272,8192,117486,134522189,1567995808.289
0.175,0.075,99.725,0.025,0,58195968,5402624,68132,31703598,1567995809.289
0.225,0.200,99.575,0,0,65536000,8192,79927,93217612,1567995810.289
0.250,0.200,99.549,0,0,94371840,8192,96084,94339058,1567995811.289
0.125,0.125,99.750,0,0,39321600,53248,65234,47147804,1567995812.289
0.325,0.200,99.475,0,0,73400320,8192,60102,73044729,1567995813.289
0.275,0.225,99.499,0,0,106430464,3862528,81680,91969678,1567995814.289
0.275,0.200,99.525,0,0,51380224,8192,104240,94387745,1567995815.289
0.175,0.150,99.675,0,0,45088768,8192,57128,47161412,1567995816.289
0.150,0.100,99.750,0,0,40894464,8192,43578,23603617,1567995817.289
0.175,0.125,99.700,0,0,49283072,8192,94460,53797346,1567995818.290
0.125,0.075,99.775,0.025,0,40894464,2490368,42484,40544120,1567995819.289
0.075,0.050,99.875,0,0,4194304,8192,40197,23641717,1567995820.289
0.275,0.150,99.575,0,0,67633152,8192,45508,70723755,1567995821.289
0.300,0.350,99.349,0,0,142606336,8192,49750,94290850,1567995822.289
0.401,0.300,99.299,0,0,107479040,8192,75268,165032131,1567995823.289
0.100,0.100,99.800,0,0,44040192,3661824,39118,23658175,1567995824.289
0.575,0.250,99.174,0,0,144179200,8192,111030,160902544,1567995825.289
0.150,0.125,99.725,0,0,45088768,8192,89138,51364012,1567995826.289
0.325,0.225,99.450,0,0,80216064,8192,103852,94775066,1567995827.289
0.150,0.150,99.700,0,0,45088768,3072000,66098,47179628,1567995828.289
0.325,0.250,99.400,0.025,0,133693440,1646592,48094,70728441,1567995829.289
